Fondsposition per,"24.Feb.2022"
"KYGA","KERRY GROUP PLC","Nichtzyklische Konsumgüter","Aktien","10.105.839,70","0,16","10.105.839,70","99.418,00","101,65","Irland","Irish Stock Exchange - All Market","EUR"
"STMN","STRAUMANN HOLDING AG","Gesundheitsversorgung","Aktien","10.085.368,11","0,16","10.085.368,11","7.438,00","1.355,92","Schweiz","SIX Swiss Exchange","CHF"
"STAN","STANDARD CHARTERED PLC","Financials","Aktien","9.881.128,36","0,16","9.881.128,36","1.606.774,00","6,15","Vereinigtes Königreich","London Stock Exchange","GBP"
"SHL","SIEMENS HEALTHINEERS AG","Gesundheitsversorgung","Aktien","9.703.509,20","0,15","9.703.509,20","180.028,00","53,90","Deutschland","Xetra","EUR"
"COLO B","COLOPLAST B","Gesundheitsversorgung","Aktien","9.599.039,78","0,15","9.599.039,78","76.061,00","126,20","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"UMG","UNIVERSAL MUSIC GROUP NV","Kommunikation","Aktien","9.584.232,93","0,15","9.584.232,93","489.641,00","19,57","Niederlande","Euronext Amsterdam","EUR"
"SGSN","SGS SA","Industrie","Aktien","9.546.574,60","0,15","9.546.574,60","3.918,00","2.436,59","Schweiz","SIX Swiss Exchange","CHF"
"NWG","NATWEST GROUP PLC","Financials","Aktien","9.501.658,35","0,15","9.501.658,35","3.521.032,00","2,70","Vereinigtes Königreich","London Stock Exchange","GBP"
"III","3I GROUP PLC","Financials","Aktien","9.390.621,64","0,15","9.390.621,64","631.157,00","14,88","Vereinigtes Königreich","London Stock Exchange","GBP"
"WPP","WPP PLC","Kommunikation","Aktien","9.339.666,40","0,15","9.339.666,40","756.132,00","12,35","Vereinigtes Königreich","London Stock Exchange","GBP"
"NESTE","NESTE","Energie","Aktien","9.171.513,50","0,14","9.171.513,50","277.085,00","33,10","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"SY1","SYMRISE AG","Materialien","Aktien","8.833.038,90","0,14","8.833.038,90","85.841,00","102,90","Deutschland","Xetra","EUR"
"NN","NN GROUP NV","Financials","Aktien","8.821.102,32","0,14","8.821.102,32","205.812,00","42,86","Niederlande","Euronext Amsterdam","EUR"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Zyklische Konsumgüter ","Aktien","8.752.069,20","0,14","8.752.069,20","99.365,00","88,08","Deutschland","Xetra","EUR"
"ESSITY B","ESSITY CLASS B","Nichtzyklische Konsumgüter","Aktien","8.746.021,68","0,14","8.746.021,68","388.797,00","22,50","Schweden","Nasdaq Omx Nordic","SEK"
"PUB","PUBLICIS GROUPE SA","Kommunikation","Aktien","8.696.540,16","0,14","8.696.540,16","148.608,00","58,52","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CARL B","CARLSBERG AS CL B","Nichtzyklische Konsumgüter","Aktien","8.680.963,41","0,14","8.680.963,41","66.125,00","131,28","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"KRX","KINGSPAN GROUP PLC","Industrie","Aktien","8.575.033,32","0,14","8.575.033,32","101.073,00","84,84","Irland","Irish Stock Exchange - All Market","EUR"
"SWED A","SWEDBANK","Financials","Aktien","8.566.265,06","0,14","8.566.265,06","599.113,00","14,30","Schweden","Nasdaq Omx Nordic","SEK"
"SCMN","SWISSCOM AG","Kommunikation","Aktien","8.560.684,93","0,14","8.560.684,93","16.442,00","520,66","Schweiz","SIX Swiss Exchange","CHF"
"SN.","SMITH AND NEPHEW PLC","Gesundheitsversorgung","Aktien","8.484.697,04","0,13","8.484.697,04","573.029,00","14,81","Vereinigtes Königreich","London Stock Exchange","GBP"
"FRE","FRESENIUS SE AND CO KGAA","Gesundheitsversorgung","Aktien","8.480.221,75","0,13","8.480.221,75","266.255,00","31,85","Deutschland","Xetra","EUR"
"ZAL","ZALANDO","Zyklische Konsumgüter ","Aktien","8.437.054,50","0,13","8.437.054,50","152.019,00","55,50","Deutschland","Xetra","EUR"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrie","Aktien","8.365.653,53","0,13","8.365.653,53","36.236,00","230,87","Schweiz","SIX Swiss Exchange","CHF"
"CABK","CAIXABANK SA","Financials","Aktien","8.206.113,89","0,13","8.206.113,89","2.814.168,00","2,92","Spanien","Bolsa De Madrid","EUR"
"ARGX","ARGENX","Gesundheitsversorgung","Aktien","8.202.001,70","0,13","8.202.001,70","32.953,00","248,90","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Financials","Aktien","8.192.455,86","0,13","8.192.455,86","995.383,00","8,23","Schweden","Nasdaq Omx Nordic","SEK"
"CNHI","CNH INDUSTRIAL NV","Industrie","Aktien","8.025.633,87","0,13","8.025.633,87","646.707,00","12,41","Italien","Borsa Italiana","EUR"
"FER","FERROVIAL SA","Industrie","Aktien","7.986.308,20","0,13","7.986.308,20","345.130,00","23,14","Spanien","Bolsa De Madrid","EUR"
"HEN3","HENKEL & KGAA PREF AG","Nichtzyklische Konsumgüter","Aktien","7.950.298,68","0,13","7.950.298,68","115.322,00","68,94","Deutschland","Xetra","EUR"
"ASM","ASM INTERNATIONAL NV","IT","Aktien","7.904.226,40","0,12","7.904.226,40","30.296,00","260,90","Niederlande","Euronext Amsterdam","EUR"
"CRDA","CRODA INTERNATIONAL PLC","Materialien","Aktien","7.781.620,70","0,12","7.781.620,70","91.826,00","84,74","Vereinigtes Königreich","London Stock Exchange","GBP"
"DTG","DAIMLER TRUCK HOLDING E AG","Industrie","Aktien","7.646.349,17","0,12","7.646.349,17","271.677,00","28,15","Deutschland","Xetra","EUR"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Versorger","Aktien","7.569.912,58","0,12","7.569.912,58","1.881.191,00","4,02","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"UCB","UCB SA","Gesundheitsversorgung","Aktien","7.537.821,80","0,12","7.537.821,80","82.022,00","91,90","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"BAER","JULIUS BAER GRUPPE AG","Financials","Aktien","7.457.180,63","0,12","7.457.180,63","145.281,00","51,33","Schweiz","SIX Swiss Exchange","CHF"
"NZYM B","NOVOZYMES B","Materialien","Aktien","7.407.454,70","0,12","7.407.454,70","136.216,00","54,38","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"MONC","MONCLER","Zyklische Konsumgüter ","Aktien","7.387.415,30","0,12","7.387.415,30","141.793,00","52,10","Italien","Borsa Italiana","EUR"
"LOGN","LOGITECH INTERNATIONAL SA","IT","Aktien","7.375.288,71","0,12","7.375.288,71","114.121,00","64,63","Schweiz","SIX Swiss Exchange","CHF"
"ERF","EUROFINS SCIENTIFIC","Gesundheitsversorgung","Aktien","7.345.252,20","0,12","7.345.252,20","85.609,00","85,80","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SK3","SMURFIT KAPPA GROUP PLC","Materialien","Aktien","7.337.432,98","0,12","7.337.432,98","167.254,00","43,87","Irland","Irish Stock Exchange - All Market","EUR"
"NHY","NORSK HYDRO","Materialien","Aktien","7.259.296,98","0,11","7.259.296,98","888.706,00","8,17","Norwegen","Oslo Bors Asa","NOK"
"BNR","BRENNTAG","Industrie","Aktien","7.180.330,40","0,11","7.180.330,40","100.340,00","71,56","Deutschland","Xetra","EUR"
"ENT","ENTAIN PLC","Zyklische Konsumgüter ","Aktien","7.172.166,59","0,11","7.172.166,59","377.607,00","18,99","Vereinigtes Königreich","London Stock Exchange","GBP"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Zyklische Konsumgüter ","Aktien","7.146.801,54","0,11","7.146.801,54","121.798,00","58,68","Vereinigtes Königreich","London Stock Exchange","GBP"
"FME","FRESENIUS MEDICAL CARE AG","Gesundheitsversorgung","Aktien","7.110.484,92","0,11","7.110.484,92","127.611,00","55,72","Deutschland","Xetra","EUR"
"BNZL","BUNZL","Industrie","Aktien","7.083.073,61","0,11","7.083.073,61","218.393,00","32,43","Vereinigtes Königreich","London Stock Exchange","GBP"
"WLN","WORLDLINE SA","IT","Aktien","7.059.434,54","0,11","7.059.434,54","151.279,00","46,66","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CA","CARREFOUR SA","Nichtzyklische Konsumgüter","Aktien","6.977.449,08","0,11","6.977.449,08","395.547,00","17,64","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"RTO","RENTOKIL INITIAL PLC","Industrie","Aktien","6.974.667,61","0,11","6.974.667,61","1.202.352,00","5,80","Vereinigtes Königreich","London Stock Exchange","GBP"
"NXT","NEXT PLC","Zyklische Konsumgüter ","Aktien","6.966.644,43","0,11","6.966.644,43","86.373,00","80,66","Vereinigtes Königreich","London Stock Exchange","GBP"
"HM B","HENNES & MAURITZ","Zyklische Konsumgüter ","Aktien","6.875.041,88","0,11","6.875.041,88","454.980,00","15,11","Schweden","Nasdaq Omx Nordic","SEK"
"EPI A","EPIROC CLASS A","Industrie","Aktien","6.872.530,80","0,11","6.872.530,80","407.745,00","16,85","Schweden","Nasdaq Omx Nordic","SEK"
"AENA","AENA SME SA","Industrie","Aktien","6.701.767,60","0,11","6.701.767,60","47.564,00","140,90","Spanien","Bolsa De Madrid","EUR"
"MTX","MTU AERO ENGINES HOLDING AG","Industrie","Aktien","6.700.047,65","0,11","6.700.047,65","34.421,00","194,65","Deutschland","Xetra","EUR"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Nichtzyklische Konsumgüter","Aktien","6.689.487,10","0,11","6.689.487,10","68,00","98.374,64","Schweiz","SIX Swiss Exchange","CHF"
"INF","INFORMA PLC","Kommunikation","Aktien","6.673.363,71","0,11","6.673.363,71","970.197,00","6,88","Vereinigtes Königreich","London Stock Exchange","GBP"
"HLMA","HALMA PLC","IT","Aktien","6.633.962,73","0,10","6.633.962,73","246.271,00","26,94","Vereinigtes Königreich","London Stock Exchange","GBP"
"DANSKE","DANSKE BANK","Financials","Aktien","6.612.532,20","0,10","6.612.532,20","444.341,00","14,88","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"STERV","STORA ENSO CLASS R","Materialien","Aktien","6.611.032,35","0,10","6.611.032,35","397.059,00","16,65","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"BOL","BOLIDEN","Materialien","Aktien","6.605.306,79","0,10","6.605.306,79","177.062,00","37,31","Schweden","Nasdaq Omx Nordic","SEK"
"RR.","ROLLS-ROYCE HOLDINGS PLC","Industrie","Aktien","6.585.909,12","0,10","6.585.909,12","5.385.021,00","1,22","Vereinigtes Königreich","London Stock Exchange","GBP"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrie","Aktien","6.557.693,12","0,10","6.557.693,12","911.794,00","7,19","Schweden","Nasdaq Omx Nordic","SEK"
"OCDO","OCADO GROUP PLC","Nichtzyklische Konsumgüter","Aktien","6.514.164,11","0,10","6.514.164,11","411.712,00","15,82","Vereinigtes Königreich","London Stock Exchange","GBP"
"EDEN","EDENRED","IT","Aktien","6.511.450,76","0,10","6.511.450,76","159.751,00","40,76","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"KPN","KONINKLIJKE KPN NV","Kommunikation","Aktien","6.490.867,36","0,10","6.490.867,36","2.162.181,00","3,00","Niederlande","Euronext Amsterdam","EUR"
"SPX","SPIRAX-SARCO ENGINEERING PLC","Industrie","Aktien","6.476.711,76","0,10","6.476.711,76","47.643,00","135,94","Vereinigtes Königreich","London Stock Exchange","GBP"
"QIA","QIAGEN NV","Gesundheitsversorgung","Aktien","6.428.778,75","0,10","6.428.778,75","149.125,00","43,11","Deutschland","Xetra","EUR"
"SWMA","SWEDISH MATCH","Nichtzyklische Konsumgüter","Aktien","6.390.474,51","0,10","6.390.474,51","1.023.260,00","6,25","Schweden","Nasdaq Omx Nordic","SEK"
"ITRK","INTERTEK GROUP PLC","Industrie","Aktien","6.374.274,86","0,10","6.374.274,86","104.710,00","60,88","Vereinigtes Königreich","London Stock Exchange","GBP"
"SRG","SNAM","Versorger","Aktien","6.337.789,22","0,10","6.337.789,22","1.332.028,00","4,76","Italien","Borsa Italiana","EUR"
"MOWI","MOWI","Nichtzyklische Konsumgüter","Aktien","6.298.426,12","0,10","6.298.426,12","291.530,00","21,60","Norwegen","Oslo Bors Asa","NOK"
"HNR1","HANNOVER RUECK","Financials","Aktien","6.257.607,30","0,10","6.257.607,30","38.843,00","161,10","Deutschland","Xetra","EUR"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Versorger","Aktien","6.244.581,17","0,10","6.244.581,17","913.752,00","6,83","Italien","Borsa Italiana","EUR"
"EBS","ERSTE GROUP BANK AG","Financials","Aktien","6.227.960,40","0,10","6.227.960,40","192.221,00","32,40","Österreich","Wiener Boerse Ag","EUR"
"HO","THALES SA","Industrie","Aktien","6.069.801,84","0,10","6.069.801,84","68.694,00","88,36","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SRT3","SARTORIUS PREF AG","Gesundheitsversorgung","Aktien","6.054.081,00","0,10","6.054.081,00","15.807,00","383,00","Deutschland","Xetra","EUR"
"ADM","ADMIRAL GROUP PLC","Financials","Aktien","6.044.985,14","0,10","6.044.985,14","176.258,00","34,30","Vereinigtes Königreich","London Stock Exchange","GBP"
"EN","BOUYGUES SA","Industrie","Aktien","6.038.189,40","0,10","6.038.189,40","194.154,00","31,10","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BRBY","BURBERRY GROUP PLC","Zyklische Konsumgüter ","Aktien","5.967.412,37","0,09","5.967.412,37","262.365,00","22,74","Vereinigtes Königreich","London Stock Exchange","GBP"
"ENR","SIEMENS ENERGY N AG","Industrie","Aktien","5.938.053,75","0,09","5.938.053,75","304.750,00","19,48","Deutschland","Xetra","EUR"
"1COV","COVESTRO AG","Materialien","Aktien","5.884.764,16","0,09","5.884.764,16","124.256,00","47,36","Deutschland","Xetra","EUR"
"MNDI","MONDI PLC","Materialien","Aktien","5.868.967,35","0,09","5.868.967,35","291.747,00","20,12","Vereinigtes Königreich","London Stock Exchange","GBP"
"PNDORA","PANDORA","Zyklische Konsumgüter ","Aktien","5.838.592,33","0,09","5.838.592,33","64.775,00","90,14","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"VIV","VIVENDI","Kommunikation","Aktien","5.684.208,73","0,09","5.684.208,73","509.566,00","11,15","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"VACN","VAT GROUP AG","Industrie","Aktien","5.659.476,67","0,09","5.659.476,67","17.620,00","321,20","Schweiz","SIX Swiss Exchange","CHF"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Aktien","5.647.033,90","0,09","5.647.033,90","63.265,00","89,26","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"PSN","PERSIMMON PLC","Zyklische Konsumgüter ","Aktien","5.620.387,48","0,09","5.620.387,48","206.901,00","27,16","Vereinigtes Königreich","London Stock Exchange","GBP"
"FGR","EIFFAGE SA","Industrie","Aktien","5.605.804,00","0,09","5.605.804,00","63.100,00","88,84","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"STJ","ST JAMESS PLACE PLC","Financials","Aktien","5.560.719,92","0,09","5.560.719,92","347.646,00","16,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"FBK","FINECOBANK BANCA FINECO","Financials","Aktien","5.518.471,20","0,09","5.518.471,20","380.060,00","14,52","Italien","Borsa Italiana","EUR"
"RYA","RYANAIR HOLDINGS PLC","Industrie","Aktien","5.514.033,32","0,09","5.514.033,32","353.577,00","15,60","Irland","Irish Stock Exchange - All Market","EUR"
"BEI","BEIERSDORF AG","Nichtzyklische Konsumgüter","Aktien","5.505.475,68","0,09","5.505.475,68","63.603,00","86,56","Deutschland","Xetra","EUR"
"PUM","PUMA","Zyklische Konsumgüter ","Aktien","5.462.383,92","0,09","5.462.383,92","65.796,00","83,02","Deutschland","Xetra","EUR"
"HEI","HEIDELBERGCEMENT AG","Materialien","Aktien","5.434.713,24","0,09","5.434.713,24","95.749,00","56,76","Deutschland","Xetra","EUR"
"CON","CONTINENTAL AG","Zyklische Konsumgüter ","Aktien","5.387.161,50","0,09","5.387.161,50","68.670,00","78,45","Deutschland","Xetra","EUR"
"UU.","UNITED UTILITIES GROUP PLC","Versorger","Aktien","5.374.458,56","0,08","5.374.458,56","444.132,00","12,10","Vereinigtes Königreich","London Stock Exchange","GBP"
"SGE","SAGE GROUP PLC","IT","Aktien","5.364.504,92","0,08","5.364.504,92","664.505,00","8,07","Vereinigtes Königreich","London Stock Exchange","GBP"
"TEL","TELENOR","Kommunikation","Aktien","5.355.736,02","0,08","5.355.736,02","421.569,00","12,70","Norwegen","Oslo Bors Asa","NOK"
"FORTUM","FORTUM","Versorger","Aktien","5.310.235,95","0,08","5.310.235,95","283.515,00","18,73","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"ATL","ATLANTIA","Industrie","Aktien","5.277.931,35","0,08","5.277.931,35","333.835,00","15,81","Italien","Borsa Italiana","EUR"
"AGN","AEGON NV","Financials","Aktien","5.272.419,97","0,08","5.272.419,97","1.211.772,00","4,35","Niederlande","Euronext Amsterdam","EUR"
"ABF","ASSOCIATED BRITISH FOODS PLC","Nichtzyklische Konsumgüter","Aktien","5.263.938,28","0,08","5.263.938,28","233.459,00","22,55","Vereinigtes Königreich","London Stock Exchange","GBP"
"SCA B","SVENSKA CELLULOSA B","Materialien","Aktien","5.252.819,98","0,08","5.252.819,98","361.636,00","14,53","Schweden","Nasdaq Omx Nordic","SEK"
"SCHP","SCHINDLER HOLDING PAR AG","Industrie","Aktien","5.231.448,94","0,08","5.231.448,94","26.498,00","197,43","Schweiz","SIX Swiss Exchange","CHF"
"ALFA","ALFA LAVAL","Industrie","Aktien","5.221.114,08","0,08","5.221.114,08","192.604,00","27,11","Schweden","Nasdaq Omx Nordic","SEK"
"TELIA","TELIA COMPANY","Kommunikation","Aktien","5.216.285,92","0,08","5.216.285,92","1.606.824,00","3,25","Schweden","Nasdaq Omx Nordic","SEK"
"DIM","SARTORIUS STEDIM BIOTECH SA","Gesundheitsversorgung","Aktien","5.209.064,00","0,08","5.209.064,00","15.596,00","334,00","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LEG","LEG IMMOBILIEN N","Immobilien","Aktien","5.172.045,10","0,08","5.172.045,10","46.303,00","111,70","Deutschland","Xetra","EUR"
"IMCD","IMCD NV","Industrie","Aktien","5.156.912,00","0,08","5.156.912,00","36.704,00","140,50","Niederlande","Euronext Amsterdam","EUR"
"HFG","HELLOFRESH","Nichtzyklische Konsumgüter","Aktien","5.138.480,63","0,08","5.138.480,63","111.779,00","45,97","Deutschland","Xetra","EUR"
"SVT","SEVERN TRENT PLC","Versorger","Aktien","5.107.321,66","0,08","5.107.321,66","157.185,00","32,49","Vereinigtes Königreich","London Stock Exchange","GBP"
"SKA B","SKANSKA B","Industrie","Aktien","5.096.789,38","0,08","5.096.789,38","259.418,00","19,65","Schweden","Nasdaq Omx Nordic","SEK"
"DHER","DELIVERY HERO","Zyklische Konsumgüter ","Aktien","5.024.510,71","0,08","5.024.510,71","113.651,00","44,21","Deutschland","Xetra","EUR"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Immobilien","Aktien","4.979.033,73","0,08","4.979.033,73","75.819,00","65,67","Frankreich","Euronext Amsterdam","EUR"
"UHR","THE SWATCH GROUP AG","Zyklische Konsumgüter ","Aktien","4.963.116,76","0,08","4.963.116,76","18.689,00","265,56","Schweiz","SIX Swiss Exchange","CHF"
"AGS","AGEAS SA","Financials","Aktien","4.951.965,36","0,08","4.951.965,36","119.382,00","41,48","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"AKE","ARKEMA SA","Materialien","Aktien","4.934.714,40","0,08","4.934.714,40","42.504,00","116,10","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"NEXI","NEXI","IT","Aktien","4.905.046,60","0,08","4.905.046,60","402.053,00","12,20","Italien","Borsa Italiana","EUR"
"GBP","GBP CASH","Cash und/oder Derivate","Geldmarkt","4.904.460,96","0,08","4.904.460,96","4.105.614,00","119,46","Vereinigtes Königreich","-","GBP"
"RAND","RANDSTAD HOLDING","Industrie","Aktien","4.878.337,86","0,08","4.878.337,86","80.421,00","60,66","Niederlande","Euronext Amsterdam","EUR"
"PRY","PRYSMIAN","Industrie","Aktien","4.847.979,25","0,08","4.847.979,25","173.825,00","27,89","Italien","Borsa Italiana","EUR"
"VIFN","VIFOR PHARMA AG","Gesundheitsversorgung","Aktien","4.826.311,28","0,08","4.826.311,28","30.729,00","157,06","Schweiz","SIX Swiss Exchange","CHF"
"EXO","EXOR NV","Financials","Aktien","4.819.998,84","0,08","4.819.998,84","73.498,00","65,58","Italien","Borsa Italiana","EUR"
"CBK","COMMERZBANK AG","Financials","Aktien","4.805.586,27","0,08","4.805.586,27","643.232,00","7,47","Deutschland","Xetra","EUR"
"KGF","KINGFISHER PLC","Zyklische Konsumgüter ","Aktien","4.799.007,43","0,08","4.799.007,43","1.366.441,00","3,51","Vereinigtes Königreich","London Stock Exchange","GBP"
"AUTO","AUTO TRADER GROUP PLC","Kommunikation","Aktien","4.724.716,71","0,07","4.724.716,71","626.409,00","7,54","Vereinigtes Königreich","London Stock Exchange","GBP"
"UMI","UMICORE SA","Materialien","Aktien","4.716.483,82","0,07","4.716.483,82","131.819,00","35,78","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"HEIO","HEINEKEN HOLDING NV","Nichtzyklische Konsumgüter","Aktien","4.689.108,30","0,07","4.689.108,30","65.399,00","71,70","Niederlande","Euronext Amsterdam","EUR"
"ELISA","ELISA","Kommunikation","Aktien","4.689.461,40","0,07","4.689.461,40","97.494,00","48,10","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"GETI B","GETINGE B","Gesundheitsversorgung","Aktien","4.661.016,36","0,07","4.661.016,36","141.122,00","33,03","Schweden","Nasdaq Omx Nordic","SEK"
"BARN","BARRY CALLEBAUT AG","Nichtzyklische Konsumgüter","Aktien","4.649.044,28","0,07","4.649.044,28","2.324,00","2.000,45","Schweiz","SIX Swiss Exchange","CHF"
"YAR","YARA INTERNATIONAL","Materialien","Aktien","4.642.326,39","0,07","4.642.326,39","109.907,00","42,24","Norwegen","Oslo Bors Asa","NOK"
"SOLB","SOLVAY SA","Materialien","Aktien","4.583.967,36","0,07","4.583.967,36","46.284,00","99,04","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"TRYG","TRYG","Financials","Aktien","4.552.566,87","0,07","4.552.566,87","233.658,00","19,48","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"WTB","WHITBREAD PLC","Zyklische Konsumgüter ","Aktien","4.544.051,35","0,07","4.544.051,35","134.224,00","33,85","Vereinigtes Königreich","London Stock Exchange","GBP"
"KESKOB","KESKO CLASS B","Nichtzyklische Konsumgüter","Aktien","4.540.785,00","0,07","4.540.785,00","178.070,00","25,50","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"MGGT","MEGGITT PLC","Industrie","Aktien","4.535.465,93","0,07","4.535.465,93","509.627,00","8,90","Vereinigtes Königreich","London Stock Exchange","GBP"
"MRO","MELROSE INDUSTRIES PLC","Industrie","Aktien","4.531.004,03","0,07","4.531.004,03","2.690.061,00","1,68","Vereinigtes Königreich","London Stock Exchange","GBP"
"DCC","DCC PLC","Industrie","Aktien","4.474.150,54","0,07","4.474.150,54","65.801,00","68,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"SMIN","SMITHS GROUP PLC","Industrie","Aktien","4.470.916,92","0,07","4.470.916,92","256.700,00","17,42","Vereinigtes Königreich","London Stock Exchange","GBP"
"REE","RED ELECTRICA SA","Versorger","Aktien","4.455.232,95","0,07","4.455.232,95","271.495,00","16,41","Spanien","Bolsa De Madrid","EUR"
"BVI","BUREAU VERITAS SA","Industrie","Aktien","4.453.540,83","0,07","4.453.540,83","182.597,00","24,39","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ADEN","ADECCO GROUP AG","Industrie","Aktien","4.450.344,05","0,07","4.450.344,05","105.971,00","42,00","Schweiz","SIX Swiss Exchange","CHF"
"ALO","ALSTOM SA","Industrie","Aktien","4.415.700,51","0,07","4.415.700,51","198.637,00","22,23","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BDEV","BARRATT DEVELOPMENTS","Zyklische Konsumgüter ","Aktien","4.397.725,54","0,07","4.397.725,54","659.752,00","6,67","Vereinigtes Königreich","London Stock Exchange","GBP"
"VER","VERBUND AG","Versorger","Aktien","4.332.253,50","0,07","4.332.253,50","43.107,00","100,50","Österreich","Wiener Boerse Ag","EUR"
"ENX","EURONEXT NV","Financials","Aktien","4.284.403,90","0,07","4.284.403,90","53.858,00","79,55","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SPSN","SWISS PRIME SITE AG","Immobilien","Aktien","4.267.408,41","0,07","4.267.408,41","49.611,00","86,02","Schweiz","SIX Swiss Exchange","CHF"
"OMV","OMV AG","Energie","Aktien","4.224.965,00","0,07","4.224.965,00","92.450,00","45,70","Österreich","Wiener Boerse Ag","EUR"
"CHR","CHR HANSEN HOLDING","Materialien","Aktien","4.223.762,49","0,07","4.223.762,49","66.766,00","63,26","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"RMV","RIGHTMOVE PLC","Kommunikation","Aktien","4.220.287,03","0,07","4.220.287,03","573.892,00","7,35","Vereinigtes Königreich","London Stock Exchange","GBP"
"BALN","BALOISE HOLDING AG","Financials","Aktien","4.185.676,14","0,07","4.185.676,14","28.319,00","147,80","Schweiz","SIX Swiss Exchange","CHF"
"ANTO","ANTOFAGASTA PLC","Materialien","Aktien","4.141.108,69","0,07","4.141.108,69","252.944,00","16,37","Vereinigtes Königreich","London Stock Exchange","GBP"
