Fondsposition per,"24.Feb.2022"
"LUNE","LUNDIN ENERGY","Energie","Aktien","4.134.901,44","0,07","4.134.901,44","124.629,00","33,18","Schweden","Nasdaq Omx Nordic","SEK"
"SW","SODEXO SA","Zyklische Konsumgüter ","Aktien","4.122.558,66","0,07","4.122.558,66","55.277,00","74,58","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"MNG","M&G PLC","Financials","Aktien","4.040.460,69","0,06","4.040.460,69","1.680.250,00","2,40","Vereinigtes Königreich","London Stock Exchange","GBP"
"SKF B","SKF B","Industrie","Aktien","4.015.417,37","0,06","4.015.417,37","244.533,00","16,42","Schweden","Nasdaq Omx Nordic","SEK"
"PKO","POWSZECHNA KASA OSZCZEDNOSCI BANK","Financials","Aktien","4.007.330,27","0,06","4.007.330,27","524.805,00","7,64","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"SIGN","SIG COMBIBLOC GROUP AG","Materialien","Aktien","4.005.033,60","0,06","4.005.033,60","207.339,00","19,32","Schweiz","SIX Swiss Exchange","CHF"
"ORK","ORKLA","Nichtzyklische Konsumgüter","Aktien","3.996.505,72","0,06","3.996.505,72","490.216,00","8,15","Norwegen","Oslo Bors Asa","NOK"
"GET","GETLINK","Industrie","Aktien","3.990.793,50","0,06","3.990.793,50","283.035,00","14,10","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TWODF","TAYLOR WIMPEY PLC","Zyklische Konsumgüter ","Aktien","3.969.874,64","0,06","3.969.874,64","2.356.918,00","1,68","Vereinigtes Königreich","London Stock Exchange","GBP"
"RNO","RENAULT SA","Zyklische Konsumgüter ","Aktien","3.918.489,66","0,06","3.918.489,66","134.103,00","29,22","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LAND","LAND SECURITIES GROUP REIT PLC","Immobilien","Aktien","3.897.246,06","0,06","3.897.246,06","433.146,00","9,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"AC","ACCOR SA","Zyklische Konsumgüter ","Aktien","3.841.141,92","0,06","3.841.141,92","126.896,00","30,27","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BME","B&M EUROPEAN VALUE RETAIL SA","Zyklische Konsumgüter ","Aktien","3.833.371,40","0,06","3.833.371,40","554.612,00","6,91","Vereinigtes Königreich","London Stock Exchange","GBP"
"EMSN","EMS-CHEMIE HOLDING AG","Materialien","Aktien","3.796.331,42","0,06","3.796.331,42","4.406,00","861,63","Schweiz","SIX Swiss Exchange","CHF"
"TEMN","TEMENOS AG","IT","Aktien","3.745.782,01","0,06","3.745.782,01","43.076,00","86,96","Schweiz","SIX Swiss Exchange","CHF"
"BALD B","FASTIGHETS BALDER B","Immobilien","Aktien","3.744.185,28","0,06","3.744.185,28","71.270,00","52,54","Schweden","Nasdaq Omx Nordic","SEK"
"ELE","ENDESA SA","Versorger","Aktien","3.743.217,18","0,06","3.743.217,18","205.164,00","18,25","Spanien","Bolsa De Madrid","EUR"
"CAST","CASTELLUM","Immobilien","Aktien","3.732.845,40","0,06","3.732.845,40","199.079,00","18,75","Schweden","Nasdaq Omx Nordic","SEK"
"GN","GN STORE NORD","Gesundheitsversorgung","Aktien","3.692.265,12","0,06","3.692.265,12","83.596,00","44,17","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"G1A","GEA GROUP AG","Industrie","Aktien","3.681.612,48","0,06","3.681.612,48","95.676,00","38,48","Deutschland","Xetra","EUR"
"ABN","ABN AMRO BANK NV","Financials","Aktien","3.676.679,83","0,06","3.676.679,83","307.569,00","11,95","Niederlande","Euronext Amsterdam","EUR"
"TEL2 B","TELE2 B","Kommunikation","Aktien","3.676.164,10","0,06","3.676.164,10","324.819,00","11,32","Schweden","Nasdaq Omx Nordic","SEK"
"ICP","INTERMEDIATE CAPITAL GROUP PLC","Financials","Aktien","3.670.115,59","0,06","3.670.115,59","187.967,00","19,53","Vereinigtes Königreich","London Stock Exchange","GBP"
"SMDS","SMITH (DS) PLC","Materialien","Aktien","3.621.127,09","0,06","3.621.127,09","914.147,00","3,96","Vereinigtes Königreich","London Stock Exchange","GBP"
"LIGHT","SIGNIFY NV","Industrie","Aktien","3.611.496,58","0,06","3.611.496,58","83.042,00","43,49","Niederlande","Euronext Amsterdam","EUR"
"ECM","ELECTROCOMPONENTS PLC","Industrie","Aktien","3.606.018,20","0,06","3.606.018,20","316.256,00","11,40","Vereinigtes Königreich","London Stock Exchange","GBP"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Financials","Aktien","3.592.910,82","0,06","3.592.910,82","384.433,00","9,35","Italien","Borsa Italiana","EUR"
"MOCORP","METSO OUTOTEC CORP","Industrie","Aktien","3.581.559,77","0,06","3.581.559,77","454.859,00","7,87","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"SBRY","SAINSBURY(J) PLC","Nichtzyklische Konsumgüter","Aktien","3.574.169,72","0,06","3.574.169,72","1.124.813,00","3,18","Vereinigtes Königreich","London Stock Exchange","GBP"
"HWDN","HOWDEN JOINERY GROUP PLC","Industrie","Aktien","3.547.335,69","0,06","3.547.335,69","389.908,00","9,10","Vereinigtes Königreich","London Stock Exchange","GBP"
"ASRNL","ASR NEDERLAND NV","Financials","Aktien","3.508.322,30","0,06","3.508.322,30","91.315,00","38,42","Niederlande","Euronext Amsterdam","EUR"
"BIRG","BANK OF IRELAND GROUP PLC","Financials","Aktien","3.500.395,99","0,06","3.500.395,99","632.983,00","5,53","Irland","Irish Stock Exchange - All Market","EUR"
"PSON","PEARSON PLC","Kommunikation","Aktien","3.490.876,13","0,06","3.490.876,13","487.046,00","7,17","Vereinigtes Königreich","London Stock Exchange","GBP"
"BESI","BE SEMICONDUCTOR INDUSTRIES NV","IT","Aktien","3.442.821,80","0,05","3.442.821,80","46.714,00","73,70","Niederlande","Euronext Amsterdam","EUR"
"ABDN","ABRDN PLC","Financials","Aktien","3.434.920,21","0,05","3.434.920,21","1.417.867,00","2,42","Vereinigtes Königreich","London Stock Exchange","GBP"
"BLND","BRITISH LAND REIT PLC","Immobilien","Aktien","3.426.583,98","0,05","3.426.583,98","567.337,00","6,04","Vereinigtes Königreich","London Stock Exchange","GBP"
"LI","KLEPIERRE REIT SA","Immobilien","Aktien","3.425.077,76","0,05","3.425.077,76","135.808,00","25,22","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"KINV B","KINNEVIK CLASS B","Financials","Aktien","3.420.489,92","0,05","3.420.489,92","157.042,00","21,78","Schweden","Nasdaq Omx Nordic","SEK"
"TKWY","JUST EAT TAKEAWAY.COM NV","Zyklische Konsumgüter ","Aktien","3.413.981,94","0,05","3.413.981,94","104.196,00","32,77","Niederlande","Euronext Amsterdam","EUR"
"GFC","GECINA SA","Immobilien","Aktien","3.387.413,95","0,05","3.387.413,95","30.697,00","110,35","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","Zyklische Konsumgüter ","Aktien","3.378.354,09","0,05","3.378.354,09","75.275,00","44,88","Vereinigtes Königreich","London Stock Exchange","GBP"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Industrie","Aktien","3.370.273,65","0,05","3.370.273,65","159.351,00","21,15","Spanien","Bolsa De Madrid","EUR"
"KBX","KNORR BREMSE AG","Industrie","Aktien","3.363.705,28","0,05","3.363.705,28","42.557,00","79,04","Deutschland","Xetra","EUR"
"EVK","EVONIK INDUSTRIES AG","Materialien","Aktien","3.361.338,75","0,05","3.361.338,75","124.725,00","26,95","Deutschland","Xetra","EUR"
"SOF","SOFINA SA","Financials","Aktien","3.333.972,00","0,05","3.333.972,00","10.030,00","332,40","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Financials","Aktien","3.333.381,79","0,05","3.333.381,79","473.758,00","7,04","Vereinigtes Königreich","London Stock Exchange","GBP"
"KGX","KION GROUP AG","Industrie","Aktien","3.331.150,68","0,05","3.331.150,68","46.189,00","72,12","Deutschland","Xetra","EUR"
"PSPN","PSP SWISS PROPERTY AG","Immobilien","Aktien","3.297.387,47","0,05","3.297.387,47","29.765,00","110,78","Schweiz","SIX Swiss Exchange","CHF"
"AT1","AROUNDTOWN SA","Immobilien","Aktien","3.293.297,77","0,05","3.293.297,77","638.979,00","5,15","Deutschland","Xetra","EUR"
"TEN","TENARIS SA","Energie","Aktien","3.292.024,18","0,05","3.292.024,18","304.676,00","10,81","Italien","Borsa Italiana","EUR"
"INDT","INDUTRADE","Industrie","Aktien","3.286.687,44","0,05","3.286.687,44","173.385,00","18,96","Schweden","Nasdaq Omx Nordic","SEK"
"CNA","CENTRICA PLC","Versorger","Aktien","3.285.633,37","0,05","3.285.633,37","3.811.618,00","0,86","Vereinigtes Königreich","London Stock Exchange","GBP"
"CPR","DAVIDE CAMPARI MILANO NV","Nichtzyklische Konsumgüter","Aktien","3.280.134,77","0,05","3.280.134,77","346.664,00","9,46","Italien","Borsa Italiana","EUR"
"DPH","DECHRA PHARMACEUTICALS PLC","Gesundheitsversorgung","Aktien","3.254.153,29","0,05","3.254.153,29","69.849,00","46,59","Vereinigtes Königreich","London Stock Exchange","GBP"
"SCR","SCOR","Financials","Aktien","3.242.191,68","0,05","3.242.191,68","111.072,00","29,19","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"NTGY","NATURGY ENERGY SA","Versorger","Aktien","3.217.184,68","0,05","3.217.184,68","142.859,00","22,52","Spanien","Bolsa De Madrid","EUR"
"FR","VALEO","Zyklische Konsumgüter ","Aktien","3.214.761,21","0,05","3.214.761,21","136.161,00","23,61","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AVST","AVAST PLC","IT","Aktien","3.203.367,75","0,05","3.203.367,75","431.125,00","7,43","Vereinigtes Königreich","London Stock Exchange","GBP"
"CCH","COCA COLA HBC AG","Nichtzyklische Konsumgüter","Aktien","3.178.039,31","0,05","3.178.039,31","130.220,00","24,41","Vereinigtes Königreich","London Stock Exchange","GBP"
"TOM","TOMRA SYSTEMS","Industrie","Aktien","3.108.615,98","0,05","3.108.615,98","78.395,00","39,65","Norwegen","Oslo Bors Asa","NOK"
"AFX","CARL ZEISS MEDITEC AG","Gesundheitsversorgung","Aktien","3.093.199,85","0,05","3.093.199,85","23.803,00","129,95","Deutschland","Xetra","EUR"
"BEAN","BELIMO N AG","Industrie","Aktien","3.083.250,71","0,05","3.083.250,71","6.600,00","467,16","Schweiz","SIX Swiss Exchange","CHF"
"EDPR","EDP RENOVAVEIS SA","Versorger","Aktien","3.074.662,92","0,05","3.074.662,92","155.758,00","19,74","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"WRT1V","WARTSILA","Industrie","Aktien","3.062.647,98","0,05","3.062.647,98","317.768,00","9,64","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"WEIR","WEIR GROUP PLC","Industrie","Aktien","3.058.283,29","0,05","3.058.283,29","168.154,00","18,19","Vereinigtes Königreich","London Stock Exchange","GBP"
"GALP","GALP ENERGIA SGPS SA","Energie","Aktien","3.057.174,91","0,05","3.057.174,91","319.989,00","9,55","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"PST","POSTE ITALIANE","Financials","Aktien","3.053.043,52","0,05","3.053.043,52","304.088,00","10,04","Italien","Borsa Italiana","EUR"
"BAMI","BANCO BPM","Financials","Aktien","3.044.931,89","0,05","3.044.931,89","987.332,00","3,08","Italien","Borsa Italiana","EUR"
"AALB","AALBERTS NV","Industrie","Aktien","3.045.353,22","0,05","3.045.353,22","61.973,00","49,14","Niederlande","Euronext Amsterdam","EUR"
"EO","FAURECIA","Zyklische Konsumgüter ","Aktien","3.040.596,00","0,05","3.040.596,00","84.461,00","36,00","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ITV","ITV PLC","Kommunikation","Aktien","3.030.440,41","0,05","3.030.440,41","2.350.011,00","1,29","Vereinigtes Königreich","London Stock Exchange","GBP"
"NEM","NEMETSCHEK","IT","Aktien","3.018.975,00","0,05","3.018.975,00","40.253,00","75,00","Deutschland","Xetra","EUR"
"BIM","BIOMERIEUX SA","Gesundheitsversorgung","Aktien","3.017.102,70","0,05","3.017.102,70","31.659,00","95,30","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"RXL","REXEL SA","Industrie","Aktien","3.007.440,60","0,05","3.007.440,60","156.760,00","19,18","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BBOX","TRITAX BIG BOX REIT PLC","Immobilien","Aktien","3.005.541,09","0,05","3.005.541,09","1.112.287,00","2,70","Vereinigtes Königreich","London Stock Exchange","GBP"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Kommunikation","Aktien","2.994.628,00","0,05","2.994.628,00","65.816,00","45,50","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ALLFG","ALLFUNDS GROUP PLC","Financials","Aktien","2.988.201,95","0,05","2.988.201,95","262.077,00","11,40","Vereinigtes Königreich","Euronext Amsterdam","EUR"
"AMP","AMPLIFON","Gesundheitsversorgung","Aktien","2.982.163,20","0,05","2.982.163,20","81.280,00","36,69","Italien","Borsa Italiana","EUR"
"JMT","JERONIMO MARTINS SA","Nichtzyklische Konsumgüter","Aktien","2.973.942,84","0,05","2.973.942,84","158.568,00","18,75","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"FI.N","GEORG FISCHER AG","Industrie","Aktien","2.967.445,62","0,05","2.967.445,62","2.667,00","1.112,65","Schweiz","SIX Swiss Exchange","CHF"
"SDR","SCHRODERS PLC","Financials","Aktien","2.962.077,08","0,05","2.962.077,08","83.714,00","35,38","Vereinigtes Königreich","London Stock Exchange","GBP"
"IMI","IMI PLC","Industrie","Aktien","2.959.453,33","0,05","2.959.453,33","165.271,00","17,91","Vereinigtes Königreich","London Stock Exchange","GBP"
"JD.","JD SPORTS FASHION PLC","Zyklische Konsumgüter ","Aktien","2.928.327,90","0,05","2.928.327,90","1.596.975,00","1,83","Vereinigtes Königreich","London Stock Exchange","GBP"
"HL.","HARGREAVES LANSDOWN PLC","Financials","Aktien","2.921.859,34","0,05","2.921.859,34","227.318,00","12,85","Vereinigtes Königreich","London Stock Exchange","GBP"
"TREL B","TRELLEBORG B","Industrie","Aktien","2.913.162,43","0,05","2.913.162,43","158.562,00","18,37","Schweden","Nasdaq Omx Nordic","SEK"
"GRF","GRIFOLS SA CLASS A","Gesundheitsversorgung","Aktien","2.879.567,44","0,05","2.879.567,44","190.196,00","15,14","Spanien","Bolsa De Madrid","EUR"
"SXS","SPECTRIS PLC","IT","Aktien","2.875.318,81","0,05","2.875.318,81","79.675,00","36,09","Vereinigtes Königreich","London Stock Exchange","GBP"
"WDP","WAREHOUSES DE PAUW NV","Immobilien","Aktien","2.859.964,80","0,05","2.859.964,80","85.118,00","33,60","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Industrie","Aktien","2.852.773,27","0,05","2.852.773,27","1.620.155,00","1,76","Spanien","London Stock Exchange","GBP"
"RHM","RHEINMETALL AG","Industrie","Aktien","2.848.223,40","0,04","2.848.223,40","28.468,00","100,05","Deutschland","Xetra","EUR"
"LIFCO B","LIFCO CLASS B","Industrie","Aktien","2.845.672,78","0,04","2.845.672,78","147.504,00","19,29","Schweden","Nasdaq Omx Nordic","SEK"
"SBB B","SAMHALLSBYGGNADSBOLAGET I NORDEN C","Immobilien","Aktien","2.842.995,65","0,04","2.842.995,65","742.577,00","3,83","Schweden","Nasdaq Omx Nordic","SEK"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Gesundheitsversorgung","Aktien","2.840.898,90","0,04","2.840.898,90","65.534,00","43,35","Italien","Borsa Italiana","EUR"
"SAGA B","SAGAX CLASS B","Immobilien","Aktien","2.831.660,39","0,04","2.831.660,39","124.178,00","22,80","Schweden","Nasdaq Omx Nordic","SEK"
"TECN","TECAN GROUP AG","Gesundheitsversorgung","Aktien","2.830.469,31","0,04","2.830.469,31","7.649,00","370,04","Schweiz","SIX Swiss Exchange","CHF"
"SAB","BANCO DE SABADELL SA","Financials","Aktien","2.810.292,45","0,04","2.810.292,45","3.614.989,00","0,78","Spanien","Bolsa De Madrid","EUR"
"ORNBV","ORION CLASS B","Gesundheitsversorgung","Aktien","2.790.403,20","0,04","2.790.403,20","67.860,00","41,12","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"HUSQ B","HUSQVARNA","Industrie","Aktien","2.770.089,44","0,04","2.770.089,44","271.160,00","10,22","Schweden","Nasdaq Omx Nordic","SEK"
"SK","SEB SA","Zyklische Konsumgüter ","Aktien","2.720.120,00","0,04","2.720.120,00","20.924,00","130,00","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"PKN","POLSKI KONCERN NAFTOWY ORLEN SA","Energie","Aktien","2.704.024,31","0,04","2.704.024,31","202.203,00","13,37","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"KGH","KGHM POLSKA MIEDZ SA","Materialien","Aktien","2.673.415,66","0,04","2.673.415,66","88.389,00","30,25","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"ENG","ENAGAS SA","Versorger","Aktien","2.663.351,82","0,04","2.663.351,82","146.499,00","18,18","Spanien","Bolsa De Madrid","EUR"
"TATE","TATE AND LYLE PLC","Nichtzyklische Konsumgüter","Aktien","2.660.007,70","0,04","2.660.007,70","305.033,00","8,72","Vereinigtes Königreich","London Stock Exchange","GBP"
"G24","SCOUT24 N","Kommunikation","Aktien","2.658.958,25","0,04","2.658.958,25","53.989,00","49,25","Deutschland","Xetra","EUR"
"JMAT","JOHNSON MATTHEY PLC","Materialien","Aktien","2.646.923,05","0,04","2.646.923,05","128.750,00","20,56","Vereinigtes Königreich","London Stock Exchange","GBP"
"IGG","IG GROUP HOLDINGS PLC","Financials","Aktien","2.641.108,10","0,04","2.641.108,10","293.420,00","9,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"MKS","MARKS AND SPENCER GROUP PLC","Zyklische Konsumgüter ","Aktien","2.629.805,95","0,04","2.629.805,95","1.275.838,00","2,06","Vereinigtes Königreich","London Stock Exchange","GBP"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Industrie","Aktien","2.630.252,44","0,04","2.630.252,44","146.044,00","18,01","Spanien","Bolsa De Madrid","EUR"
"BWY","BELLWAY PLC","Zyklische Konsumgüter ","Aktien","2.626.472,86","0,04","2.626.472,86","80.774,00","32,52","Vereinigtes Königreich","London Stock Exchange","GBP"
"DLG","DIRECT LINE INSURANCE PLC","Financials","Aktien","2.615.085,69","0,04","2.615.085,69","771.094,00","3,39","Vereinigtes Königreich","London Stock Exchange","GBP"
"HOLM B","HOLMEN CLASS B","Materialien","Aktien","2.609.569,93","0,04","2.609.569,93","61.258,00","42,60","Schweden","Nasdaq Omx Nordic","SEK"
"VALMT","VALMET","Industrie","Aktien","2.596.183,80","0,04","2.596.183,80","86.655,00","29,96","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"LHA","DEUTSCHE LUFTHANSA AG","Industrie","Aktien","2.595.010,88","0,04","2.595.010,88","384.560,00","6,75","Deutschland","Xetra","EUR"
"BOL","BOLLORE","Kommunikation","Aktien","2.587.603,44","0,04","2.587.603,44","582.269,00","4,44","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"FDJ","LA FRANCAISE DES JEUX SA","Zyklische Konsumgüter ","Aktien","2.574.995,31","0,04","2.574.995,31","71.667,00","35,93","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"RBREW","ROYAL UNIBREW","Nichtzyklische Konsumgüter","Aktien","2.564.870,06","0,04","2.564.870,06","27.029,00","94,89","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"IP","INTERPUMP GROUP","Industrie","Aktien","2.564.575,10","0,04","2.564.575,10","53.855,00","47,62","Italien","Borsa Italiana","EUR"
"STB","STOREBRAND","Financials","Aktien","2.558.242,12","0,04","2.558.242,12","306.716,00","8,34","Norwegen","Oslo Bors Asa","NOK"
"INDU A","INDUSTRIVARDEN A","Financials","Aktien","2.556.393,26","0,04","2.556.393,26","105.864,00","24,15","Schweden","Nasdaq Omx Nordic","SEK"
"SDF","K+S AG","Materialien","Aktien","2.556.792,48","0,04","2.556.792,48","123.636,00","20,68","Deutschland","Xetra","EUR"
"GJF","GJENSIDIGE FORSIKRING","Financials","Aktien","2.548.320,07","0,04","2.548.320,07","122.970,00","20,72","Norwegen","Oslo Bors Asa","NOK"
"UTG","UNITE GROUP PLC","Immobilien","Aktien","2.514.257,87","0,04","2.514.257,87","210.053,00","11,97","Vereinigtes Königreich","London Stock Exchange","GBP"
"AED","AEDIFICA NV","Immobilien","Aktien","2.509.681,00","0,04","2.509.681,00","25.873,00","97,00","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"ELI","ELIA GROUP SA","Versorger","Aktien","2.509.190,20","0,04","2.509.190,20","21.373,00","117,40","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"KOJAMO","KOJAMO","Immobilien","Aktien","2.503.798,10","0,04","2.503.798,10","125.819,00","19,90","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"DPLM","DIPLOMA PLC","Industrie","Aktien","2.500.337,18","0,04","2.500.337,18","82.665,00","30,25","Vereinigtes Königreich","London Stock Exchange","GBP"
"RMG","ROYAL MAIL PLC","Industrie","Aktien","2.476.158,88","0,04","2.476.158,88","558.867,00","4,43","Vereinigtes Königreich","London Stock Exchange","GBP"
"EDF","ELECTRICITE DE FRANCE SA","Versorger","Aktien","2.470.762,50","0,04","2.470.762,50","329.435,00","7,50","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ATE","ALTEN SA","IT","Aktien","2.462.276,00","0,04","2.462.276,00","18.796,00","131,00","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DLN","DERWENT LONDON REIT PLC","Immobilien","Aktien","2.460.228,87","0,04","2.460.228,87","67.304,00","36,55","Vereinigtes Königreich","London Stock Exchange","GBP"
"NOD","NORDIC SEMICONDUCTOR","IT","Aktien","2.458.134,55","0,04","2.458.134,55","112.795,00","21,79","Norwegen","Oslo Bors Asa","NOK"
"TIT","TELECOM ITALIA","Kommunikation","Aktien","2.448.367,81","0,04","2.448.367,81","6.546.438,00","0,37","Italien","Borsa Italiana","EUR"
"PEO","BANK PEKAO SA","Financials","Aktien","2.441.261,01","0,04","2.441.261,01","113.517,00","21,51","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"STOR B","STORSKOGEN GROUP CLASS B","Industrie","Aktien","2.440.997,83","0,04","2.440.997,83","986.440,00","2,47","Schweden","Nasdaq Omx Nordic","SEK"
"EVD","CTS EVENTIM AG","Kommunikation","Aktien","2.439.606,44","0,04","2.439.606,44","39.527,00","61,72","Deutschland","Xetra","EUR"
"HELN","HELVETIA HOLDING AG","Financials","Aktien","2.429.575,97","0,04","2.429.575,97","22.462,00","108,16","Schweiz","SIX Swiss Exchange","CHF"
"IPN","IPSEN SA","Gesundheitsversorgung","Aktien","2.429.130,00","0,04","2.429.130,00","23.815,00","102,00","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"PZU","PZU SA","Financials","Aktien","2.426.215,05","0,04","2.426.215,05","369.908,00","6,56","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"HSX","HISCOX LTD","Financials","Aktien","2.418.683,55","0,04","2.418.683,55","230.030,00","10,51","Vereinigtes Königreich","London Stock Exchange","GBP"
"HIK","HIKMA PHARMACEUTICALS PLC","Gesundheitsversorgung","Aktien","2.407.328,08","0,04","2.407.328,08","109.911,00","21,90","Vereinigtes Königreich","London Stock Exchange","GBP"
"AMUN","AMUNDI SA","Financials","Aktien","2.398.985,40","0,04","2.398.985,40","39.522,00","60,70","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LATO B","LATOUR INVESTMENT CLASS B","Industrie","Aktien","2.394.815,02","0,04","2.394.815,02","101.168,00","23,67","Schweden","Nasdaq Omx Nordic","SEK"
"TPK","TRAVIS PERKINS PLC","Industrie","Aktien","2.391.149,11","0,04","2.391.149,11","147.453,00","16,22","Vereinigtes Königreich","London Stock Exchange","GBP"
"AVV","AVEVA GROUP PLC","IT","Aktien","2.379.987,30","0,04","2.379.987,30","80.792,00","29,46","Vereinigtes Königreich","London Stock Exchange","GBP"
"BC8","BECHTLE AG","IT","Aktien","2.375.892,99","0,04","2.375.892,99","53.307,00","44,57","Deutschland","Xetra","EUR"
"ACKB","ACKERMANS & VAN HAAREN NV","Industrie","Aktien","2.367.951,60","0,04","2.367.951,60","14.772,00","160,30","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"DEMANT","DEMANT","Gesundheitsversorgung","Aktien","2.365.047,90","0,04","2.365.047,90","66.594,00","35,51","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"AMS","AMS-OSRAM AG","IT","Aktien","2.348.460,25","0,04","2.348.460,25","168.796,00","13,91","Schweiz","SIX Swiss Exchange","CHF"
"RCO","REMY COINTREAU SA","Nichtzyklische Konsumgüter","Aktien","2.345.616,00","0,04","2.345.616,00","13.962,00","168,00","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LXS","LANXESS AG","Materialien","Aktien","2.342.664,62","0,04","2.342.664,62","53.657,00","43,66","Deutschland","Xetra","EUR"
"ADDT B","ADDTECH CLASS B","Industrie","Aktien","2.338.125,81","0,04","2.338.125,81","168.047,00","13,91","Schweden","Nasdaq Omx Nordic","SEK"
"ELUX B","ELECTROLUX CLASS B","Zyklische Konsumgüter ","Aktien","2.318.887,10","0,04","2.318.887,10","149.147,00","15,55","Schweden","Nasdaq Omx Nordic","SEK"
