Fondsposition per,"24.Feb.2022"
"MSIFT","CASH COLLATERAL EUR MSIFT","Cash und/oder Derivate","Cash Collateral and Margins","2.305.000,00","0,04","2.305.000,00","2.305.000,00","100,00","Europäische Union","-","EUR"
"FABG","FABEGE","Immobilien","Aktien","2.296.483,57","0,04","2.296.483,57","182.848,00","12,56","Schweden","Nasdaq Omx Nordic","SEK"
"ADP","AEROPORTS DE PARIS SA","Industrie","Aktien","2.292.748,00","0,04","2.292.748,00","18.320,00","125,15","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"THULE","THULE GROUP","Zyklische Konsumgüter ","Aktien","2.279.216,42","0,04","2.279.216,42","66.835,00","34,10","Schweden","Nasdaq Omx Nordic","SEK"
"ONT","OXFORD NANOPORE TECHNOLOGIES PLC","Gesundheitsversorgung","Aktien","2.243.743,25","0,04","2.243.743,25","399.209,00","5,62","Vereinigtes Königreich","London Stock Exchange","GBP"
"EVT","EVOTEC","Gesundheitsversorgung","Aktien","2.241.614,75","0,04","2.241.614,75","87.053,00","25,75","Deutschland","Xetra","EUR"
"CLN","CLARIANT AG","Materialien","Aktien","2.235.004,76","0,04","2.235.004,76","145.996,00","15,31","Schweiz","SIX Swiss Exchange","CHF"
"ANA","ACCIONA SA","Versorger","Aktien","2.210.880,00","0,03","2.210.880,00","15.792,00","140,00","Spanien","Bolsa De Madrid","EUR"
"INCH","INCHCAPE PLC","Zyklische Konsumgüter ","Aktien","2.208.093,80","0,03","2.208.093,80","256.549,00","8,61","Vereinigtes Königreich","London Stock Exchange","GBP"
"SINCH","SINCH","IT","Aktien","2.199.013,85","0,03","2.199.013,85","345.601,00","6,36","Schweden","Nasdaq Omx Nordic","SEK"
"WOSG","WATCHES OF SWITZERLAND GROUP PLC","Zyklische Konsumgüter ","Aktien","2.198.483,04","0,03","2.198.483,04","154.915,00","14,19","Vereinigtes Königreich","London Stock Exchange","GBP"
"FUTR","FUTURE PLC","Kommunikation","Aktien","2.193.488,67","0,03","2.193.488,67","73.862,00","29,70","Vereinigtes Königreich","London Stock Exchange","GBP"
"SALM","SALMAR","Nichtzyklische Konsumgüter","Aktien","2.189.567,80","0,03","2.189.567,80","35.063,00","62,45","Norwegen","Oslo Bors Asa","NOK"
"DIA","DIASORIN","Gesundheitsversorgung","Aktien","2.189.286,40","0,03","2.189.286,40","17.024,00","128,60","Italien","Borsa Italiana","EUR"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Gesundheitsversorgung","Aktien","2.179.460,96","0,03","2.179.460,96","123.133,00","17,70","Schweden","Nasdaq Omx Nordic","SEK"
"RAA","RATIONAL AG","Industrie","Aktien","2.171.743,20","0,03","2.171.743,20","3.366,00","645,20","Deutschland","Xetra","EUR"
"COV","COVIVIO SA","Immobilien","Aktien","2.170.015,50","0,03","2.170.015,50","30.435,00","71,30","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BKT","BANKINTER SA","Financials","Aktien","2.158.388,55","0,03","2.158.388,55","421.725,00","5,12","Spanien","Bolsa De Madrid","EUR"
"PNN","PENNON GROUP PLC","Versorger","Aktien","2.157.834,49","0,03","2.157.834,49","182.093,00","11,85","Vereinigtes Königreich","London Stock Exchange","GBP"
"SECU B","SECURITAS B","Industrie","Aktien","2.110.280,73","0,03","2.110.280,73","209.347,00","10,08","Schweden","Nasdaq Omx Nordic","SEK"
"ATO","ATOS","IT","Aktien","2.109.608,64","0,03","2.109.608,64","70.816,00","29,79","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TKA","THYSSENKRUPP AG","Materialien","Aktien","2.107.431,67","0,03","2.107.431,67","258.327,00","8,16","Deutschland","Xetra","EUR"
"BEZ","BEAZLEY PLC","Financials","Aktien","2.106.645,93","0,03","2.106.645,93","393.641,00","5,35","Vereinigtes Königreich","London Stock Exchange","GBP"
"BG","BAWAG GROUP AG","Financials","Aktien","2.101.583,52","0,03","2.101.583,52","44.829,00","46,88","Österreich","Wiener Boerse Ag","EUR"
"CTEC","CONVATEC GROUP PLC","Gesundheitsversorgung","Aktien","2.092.520,23","0,03","2.092.520,23","1.040.503,00","2,01","Vereinigtes Königreich","London Stock Exchange","GBP"
"TEG","TAG IMMOBILIEN AG","Immobilien","Aktien","2.085.732,90","0,03","2.085.732,90","95.022,00","21,95","Deutschland","Xetra","EUR"
"REY","REPLY","IT","Aktien","2.084.196,50","0,03","2.084.196,50","14.585,00","142,90","Italien","Borsa Italiana","EUR"
"DIE","DIETEREN (D) SA","Zyklische Konsumgüter ","Aktien","2.052.990,80","0,03","2.052.990,80","14.791,00","138,80","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"SOI","SOITEC SA","IT","Aktien","2.049.782,10","0,03","2.049.782,10","14.951,00","137,10","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"RF","EURAZEO","Financials","Aktien","2.046.448,00","0,03","2.046.448,00","30.820,00","66,40","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"HUH1V","HUHTAMAKI","Materialien","Aktien","2.044.287,75","0,03","2.044.287,75","62.421,00","32,75","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"VOLCAR B","VOLVO CAR CLASS B","Zyklische Konsumgüter ","Aktien","2.042.467,81","0,03","2.042.467,81","346.967,00","5,89","Schweden","Nasdaq Omx Nordic","SEK"
"CNP","CNP ASSURANCES SA","Financials","Aktien","2.034.668,80","0,03","2.034.668,80","93.505,00","21,76","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"JDEP","JDE PEETS NV","Nichtzyklische Konsumgüter","Aktien","2.017.538,65","0,03","2.017.538,65","71.671,00","28,15","Niederlande","Euronext Amsterdam","EUR"
"ROR","ROTORK PLC","Industrie","Aktien","2.009.517,18","0,03","2.009.517,18","569.081,00","3,53","Vereinigtes Königreich","London Stock Exchange","GBP"
"AKRBP","AKER BP","Energie","Aktien","2.001.070,70","0,03","2.001.070,70","70.905,00","28,22","Norwegen","Oslo Bors Asa","NOK"
"COFB","COFINIMMO REIT SA","Immobilien","Aktien","1.995.724,80","0,03","1.995.724,80","17.568,00","113,60","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"GALE","GALENICA AG","Gesundheitsversorgung","Aktien","1.995.336,57","0,03","1.995.336,57","32.472,00","61,45","Schweiz","SIX Swiss Exchange","CHF"
"BEIJ B","BEIJER REF CLASS B","Industrie","Aktien","1.994.581,55","0,03","1.994.581,55","158.105,00","12,62","Schweden","Nasdaq Omx Nordic","SEK"
"DRX","DRAX GROUP PLC","Versorger","Aktien","1.993.718,25","0,03","1.993.718,25","266.823,00","7,47","Vereinigtes Königreich","London Stock Exchange","GBP"
"RILBA","RINGKJOBING LANDBOBANK","Financials","Aktien","1.981.057,48","0,03","1.981.057,48","18.805,00","105,35","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"MRL","MERLIN PROPERTIES REIT SA","Immobilien","Aktien","1.977.112,86","0,03","1.977.112,86","202.989,00","9,74","Spanien","Bolsa De Madrid","EUR"
"VOE","VOESTALPINE AG","Materialien","Aktien","1.970.914,04","0,03","1.970.914,04","71.774,00","27,46","Österreich","Wiener Boerse Ag","EUR"
"BANB","BACHEM HOLDING AG","Gesundheitsversorgung","Aktien","1.970.394,14","0,03","1.970.394,14","3.865,00","509,80","Schweiz","SIX Swiss Exchange","CHF"
"GRG","GREGGS PLC","Zyklische Konsumgüter ","Aktien","1.968.359,90","0,03","1.968.359,90","65.831,00","29,90","Vereinigtes Königreich","London Stock Exchange","GBP"
"FHZN","FLUGHAFEN ZUERICH AG","Industrie","Aktien","1.963.979,53","0,03","1.963.979,53","12.447,00","157,79","Schweiz","SIX Swiss Exchange","CHF"
"SAFE","SAFESTORE HOLDINGS PLC","Immobilien","Aktien","1.960.052,63","0,03","1.960.052,63","136.392,00","14,37","Vereinigtes Königreich","London Stock Exchange","GBP"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Aktien","1.957.907,01","0,03","1.957.907,01","47.958,00","40,83","Schweden","Nasdaq Omx Nordic","SEK"
"UTDI","UNITED INTERNET AG","Kommunikation","Aktien","1.949.648,98","0,03","1.949.648,98","65.293,00","29,86","Deutschland","Xetra","EUR"
"USD","USD CASH","Cash und/oder Derivate","Geldmarkt","1.947.722,25","0,03","1.947.722,25","2.164.699,00","89,98","Vereinigte Staaten","-","USD"
"DUFN","DUFRY AG","Zyklische Konsumgüter ","Aktien","1.947.413,56","0,03","1.947.413,56","47.344,00","41,13","Schweiz","SIX Swiss Exchange","CHF"
"TUI","TUI AG","Zyklische Konsumgüter ","Aktien","1.938.361,83","0,03","1.938.361,83","683.216,00","2,84","Vereinigtes Königreich","London Stock Exchange","GBP"
"SIM","SIMCORP","IT","Aktien","1.933.559,65","0,03","1.933.559,65","26.345,00","73,39","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"BYG","BIG YELLOW GROUP PLC","Immobilien","Aktien","1.928.295,39","0,03","1.928.295,39","118.692,00","16,25","Vereinigtes Königreich","London Stock Exchange","GBP"
"WIE","WIENERBERGER AG","Materialien","Aktien","1.920.113,40","0,03","1.920.113,40","74.423,00","25,80","Österreich","Wiener Boerse Ag","EUR"
"FNTN","FREENET AG","Kommunikation","Aktien","1.892.927,03","0,03","1.892.927,03","82.769,00","22,87","Deutschland","Xetra","EUR"
"ARCAD","ARCADIS NV","Industrie","Aktien","1.890.801,44","0,03","1.890.801,44","48.284,00","39,16","Niederlande","Euronext Amsterdam","EUR"
"ANDR","ANDRITZ AG","Industrie","Aktien","1.889.212,60","0,03","1.889.212,60","46.418,00","40,70","Österreich","Wiener Boerse Ag","EUR"
"BAKKA","BAKKAFROST","Nichtzyklische Konsumgüter","Aktien","1.888.926,68","0,03","1.888.926,68","32.298,00","58,48","Norwegen","Oslo Bors Asa","NOK"
"BOSS","HUGO BOSS N AG","Zyklische Konsumgüter ","Aktien","1.879.517,90","0,03","1.879.517,90","35.263,00","53,30","Deutschland","Xetra","EUR"
"EMG","MAN GROUP PLC","Financials","Aktien","1.871.681,89","0,03","1.871.681,89","876.052,00","2,14","Vereinigtes Königreich","London Stock Exchange","GBP"
"INVP","INVESTEC PLC","Financials","Aktien","1.853.480,52","0,03","1.853.480,52","394.303,00","4,70","Vereinigtes Königreich","London Stock Exchange","GBP"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Kommunikation","Aktien","1.839.329,96","0,03","1.839.329,96","207.740,00","8,85","Italien","Borsa Italiana","EUR"
"AAK","AAK","Nichtzyklische Konsumgüter","Aktien","1.828.733,71","0,03","1.828.733,71","113.860,00","16,06","Schweden","Nasdaq Omx Nordic","SEK"
"GAW","GAMES WORKSHOP GROUP PLC","Zyklische Konsumgüter ","Aktien","1.826.964,07","0,03","1.826.964,07","21.271,00","85,89","Vereinigtes Königreich","London Stock Exchange","GBP"
"SFZN","SIEGFRIED HOLDING AG","Gesundheitsversorgung","Aktien","1.817.710,62","0,03","1.817.710,62","2.816,00","645,49","Schweiz","SIX Swiss Exchange","CHF"
"SPIE","SPIE SA","Industrie","Aktien","1.813.479,78","0,03","1.813.479,78","88.809,00","20,42","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ROCK B","ROCKWOOL INTERNATIONAL B","Industrie","Aktien","1.807.729,33","0,03","1.807.729,33","5.834,00","309,86","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"POLY","POLYMETAL INTERNATIONAL PLC","Materialien","Aktien","1.793.692,29","0,03","1.793.692,29","220.037,00","8,15","Russland","London Stock Exchange","GBP"
"EKTA B","ELEKTA B","Gesundheitsversorgung","Aktien","1.788.027,28","0,03","1.788.027,28","238.337,00","7,50","Schweden","Nasdaq Omx Nordic","SEK"
"CDI","CHRISTIAN DIOR","Zyklische Konsumgüter ","Aktien","1.787.040,00","0,03","1.787.040,00","2.920,00","612,00","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"WISE","WISE PLC CLASS A","IT","Aktien","1.778.900,16","0,03","1.778.900,16","283.216,00","6,28","Vereinigtes Königreich","London Stock Exchange","GBP"
"GFTU","GRAFTON GROUP UNITS PLC","Industrie","Aktien","1.770.101,30","0,03","1.770.101,30","143.306,00","12,35","Vereinigtes Königreich","London Stock Exchange","GBP"
"DNP","DINO POLSKA SA","Nichtzyklische Konsumgüter","Aktien","1.766.419,52","0,03","1.766.419,52","30.916,00","57,14","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"ALLN","ALLREAL HOLDING AG","Immobilien","Aktien","1.765.254,65","0,03","1.765.254,65","9.369,00","188,41","Schweiz","SIX Swiss Exchange","CHF"
"LDO","LEONARDO FINMECCANICA SPA","Industrie","Aktien","1.764.387,70","0,03","1.764.387,70","264.209,00","6,68","Italien","Borsa Italiana","EUR"
"TYRES","NOKIAN RENKAAT","Zyklische Konsumgüter ","Aktien","1.764.124,52","0,03","1.764.124,52","83.926,00","21,02","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"HAS","HAYS PLC","Industrie","Aktien","1.760.897,67","0,03","1.760.897,67","1.083.882,00","1,62","Vereinigtes Königreich","London Stock Exchange","GBP"
"PROX","PROXIMUS NV","Kommunikation","Aktien","1.759.841,96","0,03","1.759.841,96","102.079,00","17,24","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"AMBU B","AMBU CLASS B","Gesundheitsversorgung","Aktien","1.753.206,48","0,03","1.753.206,48","120.475,00","14,55","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"RUI","RUBIS","Versorger","Aktien","1.747.771,02","0,03","1.747.771,02","63.463,00","27,54","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AZA","AVANZA BANK HOLDING","Financials","Aktien","1.746.842,26","0,03","1.746.842,26","72.960,00","23,94","Schweden","Nasdaq Omx Nordic","SEK"
"LMP","LONDONMETRIC PROPERTY REIT PLC","Immobilien","Aktien","1.746.263,54","0,03","1.746.263,54","582.402,00","3,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"VMUK","VIRGIN MONEY UK PLC","Financials","Aktien","1.739.638,25","0,03","1.739.638,25","805.689,00","2,16","Vereinigtes Königreich","London Stock Exchange","GBP"
"IG","ITALGAS","Versorger","Aktien","1.719.951,03","0,03","1.719.951,03","314.894,00","5,46","Italien","Borsa Italiana","EUR"
"BVIC","BRITVIC PLC","Nichtzyklische Konsumgüter","Aktien","1.708.591,82","0,03","1.708.591,82","173.159,00","9,87","Vereinigtes Königreich","London Stock Exchange","GBP"
"AUTO","AUTOSTORE HOLDINGS LTD","Industrie","Aktien","1.701.617,93","0,03","1.701.617,93","630.380,00","2,70","Norwegen","Oslo Bors Asa","NOK"
"SESG","SES SA FDR","Kommunikation","Aktien","1.689.669,92","0,03","1.689.669,92","251.140,00","6,73","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ELIS","ELIS SA","Industrie","Aktien","1.690.005,64","0,03","1.690.005,64","115.123,00","14,68","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"UN01","UNIPER","Versorger","Aktien","1.684.503,31","0,03","1.684.503,31","58.837,00","28,63","Deutschland","Xetra","EUR"
"PSM","PROSIEBEN SAT.1 MEDIA N","Kommunikation","Aktien","1.668.409,79","0,03","1.668.409,79","140.026,00","11,91","Deutschland","Xetra","EUR"
"HER","HERA","Versorger","Aktien","1.650.549,52","0,03","1.650.549,52","510.374,00","3,23","Italien","Borsa Italiana","EUR"
"BUCN","BUCHER INDUSTRIES AG","Industrie","Aktien","1.624.985,94","0,03","1.624.985,94","4.236,00","383,61","Schweiz","SIX Swiss Exchange","CHF"
"VTY","VISTRY GROUP PLC","Zyklische Konsumgüter ","Aktien","1.621.624,33","0,03","1.621.624,33","143.863,00","11,27","Vereinigtes Königreich","London Stock Exchange","GBP"
"WALL B","WALLENSTAM B","Immobilien","Aktien","1.614.419,89","0,03","1.614.419,89","135.069,00","11,95","Schweden","Nasdaq Omx Nordic","SEK"
"ISS","ISS A S","Industrie","Aktien","1.604.484,35","0,03","1.604.484,35","99.216,00","16,17","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"FPE3","FUCHS PETROLUB PREF","Materialien","Aktien","1.598.677,92","0,03","1.598.677,92","45.314,00","35,28","Deutschland","Xetra","EUR"
"GL9","GLANBIA PLC","Nichtzyklische Konsumgüter","Aktien","1.596.816,86","0,03","1.596.816,86","130.994,00","12,19","Irland","Irish Stock Exchange - All Market","EUR"
"HSV","HOMESERVE PLC","Industrie","Aktien","1.590.735,78","0,03","1.590.735,78","191.602,00","8,30","Vereinigtes Königreich","London Stock Exchange","GBP"
"BPT","BRIDGEPOINT GROUP PLC","Financials","Aktien","1.586.701,08","0,03","1.586.701,08","409.324,00","3,88","Vereinigtes Königreich","London Stock Exchange","GBP"
"IWG","IWG","Immobilien","Aktien","1.581.843,21","0,02","1.581.843,21","496.323,00","3,19","Vereinigtes Königreich","London Stock Exchange","GBP"
"SWEC B","SWECO CLASS B","Industrie","Aktien","1.576.691,90","0,02","1.576.691,90","133.794,00","11,78","Schweden","Nasdaq Omx Nordic","SEK"
"NETC","NETCOMPANY GROUP","IT","Aktien","1.568.300,19","0,02","1.568.300,19","29.193,00","53,72","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"SFOR","S4 CAPITAL PLC","Kommunikation","Aktien","1.567.290,26","0,02","1.567.290,26","297.845,00","5,26","Vereinigtes Königreich","London Stock Exchange","GBP"
"DOM","DOMETIC GROUPINARY SHARES","Zyklische Konsumgüter ","Aktien","1.566.600,82","0,02","1.566.600,82","190.992,00","8,20","Schweden","Nasdaq Omx Nordic","SEK"
"HPOL B","HEXPOL CLASS B","Materialien","Aktien","1.562.614,93","0,02","1.562.614,93","169.373,00","9,23","Schweden","Nasdaq Omx Nordic","SEK"
"SOP","SOPRA STERIA GROUP","IT","Aktien","1.560.354,40","0,02","1.560.354,40","10.252,00","152,20","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"GNS","GENUS PLC","Gesundheitsversorgung","Aktien","1.556.260,63","0,02","1.556.260,63","42.243,00","36,84","Vereinigtes Königreich","London Stock Exchange","GBP"
"MF","WENDEL","Financials","Aktien","1.545.774,30","0,02","1.545.774,30","17.829,00","86,70","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"FDR","FLUIDRA SA","Industrie","Aktien","1.539.846,00","0,02","1.539.846,00","63.630,00","24,20","Spanien","Bolsa De Madrid","EUR"
"A2A","A2A","Versorger","Aktien","1.532.185,81","0,02","1.532.185,81","1.018.402,00","1,50","Italien","Borsa Italiana","EUR"
"QLT","QUILTER PLC","Financials","Aktien","1.498.148,90","0,02","1.498.148,90","998.907,00","1,50","Vereinigtes Königreich","London Stock Exchange","GBP"
"WIHL","WIHLBORGS FASTIGHETER","Immobilien","Aktien","1.490.633,91","0,02","1.490.633,91","88.882,00","16,77","Schweden","Nasdaq Omx Nordic","SEK"
"CDR","CD PROJEKT SA","Kommunikation","Aktien","1.485.240,29","0,02","1.485.240,29","43.742,00","33,95","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"INRN","INTERROLL HOLDING AG","Industrie","Aktien","1.471.881,00","0,02","1.471.881,00","463,00","3.179,00","Schweiz","SIX Swiss Exchange","CHF"
"BILL","BILLERUD KORSNAS","Materialien","Aktien","1.464.668,25","0,02","1.464.668,25","118.111,00","12,40","Schweden","Nasdaq Omx Nordic","SEK"
"SCT","SOFTCAT PLC","IT","Aktien","1.440.613,13","0,02","1.440.613,13","81.429,00","17,69","Vereinigtes Königreich","London Stock Exchange","GBP"
"RBI","RAIFFEISEN BANK INTERNATIONAL AG","Financials","Aktien","1.440.597,06","0,02","1.440.597,06","88.326,00","16,31","Österreich","Wiener Boerse Ag","EUR"
"ADE","ADEVINTA","Kommunikation","Aktien","1.430.061,21","0,02","1.430.061,21","179.469,00","7,97","Norwegen","Oslo Bors Asa","NOK"
"ALIF B","ADDLIFE CLASS B","Gesundheitsversorgung","Aktien","1.418.338,94","0,02","1.418.338,94","76.250,00","18,60","Schweden","Nasdaq Omx Nordic","SEK"
"WIZZ","WIZZ AIR HOLDINGS PLC","Industrie","Aktien","1.403.478,00","0,02","1.403.478,00","36.830,00","38,11","Vereinigtes Königreich","London Stock Exchange","GBP"
"KIND SDB","KINDRED GROUP SDR PLC","Zyklische Konsumgüter ","Aktien","1.402.981,72","0,02","1.402.981,72","148.171,00","9,47","Schweden","Nasdaq Omx Nordic","SEK"
"ALE","ALLEGRO SA","Zyklische Konsumgüter ","Aktien","1.402.171,78","0,02","1.402.171,78","250.057,00","5,61","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"LPP","LPP SA","Zyklische Konsumgüter ","Aktien","1.393.780,88","0,02","1.393.780,88","680,00","2.049,68","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"ALK B","ALK-ABELLO B","Gesundheitsversorgung","Aktien","1.381.065,45","0,02","1.381.065,45","4.304,00","320,88","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"CBG","CLOSE BROS GROUP PLC","Financials","Aktien","1.347.136,51","0,02","1.347.136,51","99.009,00","13,61","Vereinigtes Königreich","London Stock Exchange","GBP"
"NENT B","NORDIC ENTERTAINMENT GROUP CLASS B","Kommunikation","Aktien","1.343.091,02","0,02","1.343.091,02","45.982,00","29,21","Schweden","Nasdaq Omx Nordic","SEK"
"TIGO SDB","MILLICOM INTERNATIONAL CELLULAR SD","Kommunikation","Aktien","1.333.983,44","0,02","1.333.983,44","65.954,00","20,23","Schweden","Nasdaq Omx Nordic","SEK"
"PHP","PRIMARY HEALTH PROPERTIES REIT PLC","Immobilien","Aktien","1.324.195,51","0,02","1.324.195,51","845.544,00","1,57","Vereinigtes Königreich","London Stock Exchange","GBP"
"QTCOM","QT GROUP","IT","Aktien","1.282.881,60","0,02","1.282.881,60","12.727,00","100,80","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"COL","INMOBILIARIA COLONIAL SA","Immobilien","Aktien","1.269.053,12","0,02","1.269.053,12","172.075,00","7,38","Spanien","Bolsa De Madrid","EUR"
"ORP","ORPEA SA","Gesundheitsversorgung","Aktien","1.250.335,44","0,02","1.250.335,44","33.912,00","36,87","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SECT B","SECTRA CLASS B","Gesundheitsversorgung","Aktien","1.239.180,06","0,02","1.239.180,06","92.995,00","13,33","Schweden","Nasdaq Omx Nordic","SEK"
"VCT","VICTREX PLC","Materialien","Aktien","1.233.508,62","0,02","1.233.508,62","55.846,00","22,09","Vereinigtes Königreich","London Stock Exchange","GBP"
"VITR","VITROLIFE","Gesundheitsversorgung","Aktien","1.220.749,73","0,02","1.220.749,73","43.060,00","28,35","Schweden","Nasdaq Omx Nordic","SEK"
"GXI","GERRESHEIMER AG","Gesundheitsversorgung","Aktien","1.195.350,00","0,02","1.195.350,00","18.390,00","65,00","Deutschland","Xetra","EUR"
"DOCS","DR. MARTENS PLC","Zyklische Konsumgüter ","Aktien","1.174.725,32","0,02","1.174.725,32","370.529,00","3,17","Vereinigtes Königreich","London Stock Exchange","GBP"
"SCHA","SCHIBSTED CLASS A","Kommunikation","Aktien","1.168.635,65","0,02","1.168.635,65","51.360,00","22,75","Norwegen","Oslo Bors Asa","NOK"
"CSP","COUNTRYSIDE PARTNERSHIPS PLC","Zyklische Konsumgüter ","Aktien","1.124.032,86","0,02","1.124.032,86","339.938,00","3,31","Vereinigtes Königreich","London Stock Exchange","GBP"
"MIPS","MIPS","Zyklische Konsumgüter ","Aktien","1.110.390,47","0,02","1.110.390,47","16.939,00","65,55","Schweden","Nasdaq Omx Nordic","SEK"
"COLR","ETABLISSEMENTEN FRANZ COLRUYT NV","Nichtzyklische Konsumgüter","Aktien","1.109.405,24","0,02","1.109.405,24","32.194,00","34,46","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"ROO","DELIVEROO PLC CLASS A","Zyklische Konsumgüter ","Aktien","1.108.597,50","0,02","1.108.597,50","748.409,00","1,48","Vereinigtes Königreich","London Stock Exchange","GBP"
"AFRY","AFRY","Industrie","Aktien","1.027.765,32","0,02","1.027.765,32","61.764,00","16,64","Schweden","Nasdaq Omx Nordic","SEK"
"IVG","IVECO GROUP NV","Industrie","Aktien","951.303,06","0,02","951.303,06","129.341,00","7,36","Italien","Borsa Italiana","EUR"
"ROSE","ZUR ROSE GROUP AG","Nichtzyklische Konsumgüter","Aktien","942.557,84","0,01","942.557,84","6.226,00","151,39","Schweiz","SIX Swiss Exchange","CHF"
"INPST","INPOST SA","Industrie","Aktien","847.145,95","0,01","847.145,95","174.994,00","4,84","Niederlande","Euronext Amsterdam","EUR"
"AG1","AUTO1 GROUP","Zyklische Konsumgüter ","Aktien","814.793,00","0,01","814.793,00","68.470,00","11,90","Deutschland","Xetra","EUR"
"DKK","DKK CASH","Cash und/oder Derivate","Geldmarkt","640.237,24","0,01","640.237,24","4.764.675,00","13,44","Dänemark","-","DKK"
"NOK","NOK CASH","Cash und/oder Derivate","Geldmarkt","308.194,50","0,00","308.194,50","3.111.227,00","9,91","Norwegen","-","NOK"
"CHF","CHF CASH","Cash und/oder Derivate","Geldmarkt","177.492,10","0,00","177.492,10","183.131,00","96,92","Schweiz","-","CHF"
"SEK","SEK CASH","Cash und/oder Derivate","Geldmarkt","72.445,95","0,00","72.445,95","775.824,00","9,34","Schweden","-","SEK"
"PLN","PLN CASH","Cash und/oder Derivate","Geldmarkt","1.757,04","0,00","1.757,04","8.272,00","21,24","Polen","-","PLN"
"CZK","CZK CASH","Cash und/oder Derivate","Geldmarkt","0,00","0,00","0,00","0,00","4,02","Tschechien","-","CZK"
"ZAR","ZAR CASH","Cash und/oder Derivate","Geldmarkt","-0,26","0,00","-0,26","-4,00","5,80","Südafrika","-","ZAR"
"SXOH2","STOXX EUROPE 600 MAR 22","Cash und/oder Derivate","Futures","0,00","0,00","28.839.935,00","1.319,00","437,30","Europäische Union","Eurex Deutschland","EUR"
"MARGIN_EUR","FUTURES EUR MARGIN BALANCE","Cash und/oder Derivate","Cash Collateral and Margins","0,00","0,00","0,00","0,00","100,00","Europäische Union","-","EUR"
 